trade_id,trade_date,settle_date,asset_class,counterparty,side,quantity,price,notional,status,fail_reason,days_to_resolve,actual_settle_date,fail_status,days_late,aging_bucket,estimated_cost
T106272,2026-05-01,2026-05-04,ETF,Caldera Prime Brokerage,Sell,15804,48.85,772091.41,Settled On Time,,,,N/A,0.0,,0.0
T106273,2026-04-22,2026-04-23,Equity,Kestrel Institutional Brokers,Buy,19999,109.88,2197424.37,Settled On Time,,,,N/A,0.0,,0.0
T106274,2026-04-06,2026-04-07,Equity,Ironwood Clearing,Sell,1876,44.64,83753.52,Settled On Time,,,,N/A,0.0,,0.0
T106275,2026-08-24,2026-08-26,Corporate Bond,Journeyman Capital,Buy,438054,94.77,41512730.78,Settled On Time,,,,N/A,0.0,,0.0
T106276,2026-06-24,2026-06-25,Equity,Harborview Asset Services,Sell,13235,11.7,154912.54,Settled On Time,,,,N/A,0.0,,0.0
T106277,2026-05-25,2026-05-27,Corporate Bond,Ashford Securities,Buy,722875,100.08,72341753.52,Settled On Time,,,,N/A,0.0,,0.0
T106278,2026-05-15,2026-05-19,Corporate Bond,Ridgeline Brokerage,Sell,331551,103.21,34220299.54,Settled On Time,,,,N/A,0.0,,0.0
T106279,2026-04-24,2026-04-27,Equity,Kestrel Institutional Brokers,Sell,6731,32.76,220476.82,Settled On Time,,,,N/A,0.0,,0.0
T106280,2026-05-12,2026-05-14,Corporate Bond,Meridian Capital Partners,Buy,717084,102.62,73587296.99,Settled On Time,,,,N/A,0.0,,0.0
T106281,2026-06-19,2026-06-22,Equity,Kestrel Institutional Brokers,Buy,17946,40.15,720566.62,Settled On Time,,,,N/A,0.0,,0.0
T106282,2026-08-12,2026-08-13,Equity,Kestrel Institutional Brokers,Sell,18009,43.87,790031.68,Settled On Time,,,,N/A,0.0,,0.0
T106283,2026-05-27,2026-05-28,Equity,Meridian Capital Partners,Buy,2179,93.27,203225.45,Settled On Time,,,,N/A,0.0,,0.0
T106284,2026-03-31,2026-04-02,Corporate Bond,Ironwood Clearing,Buy,1870885,96.35,180256456.32,Settled On Time,,,,N/A,0.0,,0.0
T106285,2026-08-18,2026-08-19,ETF,Caldera Prime Brokerage,Buy,15246,138.53,2111985.74,Settled On Time,,,,N/A,0.0,,0.0
T106286,2026-04-23,2026-04-24,ETF,Ashford Securities,Sell,2863,47.23,135222.95,Settled On Time,,,,N/A,0.0,,0.0
T106287,2026-03-12,2026-03-13,Government Bond,Kestrel Institutional Brokers,Buy,1567716,102.09,160044313.5,Settled On Time,,,,N/A,0.0,,0.0
T106288,2026-06-04,2026-06-05,Equity,Dunmore & Co.,Buy,1037,28.49,29545.0,Settled On Time,,,,N/A,0.0,,0.0
T106289,2026-07-17,2026-07-20,Government Bond,Journeyman Capital,Buy,985882,97.74,96356623.25,Settled On Time,,,,N/A,0.0,,0.0
T106290,2026-04-14,2026-04-16,Corporate Bond,Meridian Capital Partners,Buy,1163074,100.06,116373324.02,Settled On Time,,,,N/A,0.0,,0.0
T106291,2026-04-17,2026-04-20,Government Bond,Lindenmoor Securities,Buy,1826712,102.76,187705629.12,Settled On Time,,,,N/A,0.0,,0.0
T106292,2026-04-20,2026-04-21,Government Bond,Dunmore & Co.,Sell,1691715,98.41,166481579.19,Settled On Time,,,,N/A,0.0,,0.0
T106293,2026-07-22,2026-07-23,Government Bond,Northbridge Prime Services,Sell,368509,96.57,35586017.48,Settled On Time,,,,N/A,0.0,,0.0
T106294,2026-08-18,2026-08-19,Equity,Sable Point Capital,Buy,8335,105.1,875973.8,Settled On Time,,,,N/A,0.0,,0.0
T106295,2026-07-29,2026-07-31,Corporate Bond,Harborview Asset Services,Sell,1166606,96.13,112147724.83,Settled On Time,,,,N/A,0.0,,0.0
T106296,2026-04-08,2026-04-10,Corporate Bond,Caldera Prime Brokerage,Sell,1617474,99.97,161700745.63,Settled On Time,,,,N/A,0.0,,0.0
T106297,2026-07-29,2026-07-31,Corporate Bond,Kestrel Institutional Brokers,Sell,1755388,97.24,170699938.02,Settled On Time,,,,N/A,0.0,,0.0
T106298,2026-04-22,2026-04-23,Equity,Meridian Capital Partners,Buy,1365,66.66,90989.78,Settled On Time,,,,N/A,0.0,,0.0
T106299,2026-07-31,2026-08-03,Government Bond,Harborview Asset Services,Sell,19934,94.01,1873905.52,Settled On Time,,,,N/A,0.0,,0.0
T106300,2026-08-24,2026-08-25,Equity,Lindenmoor Securities,Sell,6784,22.19,150503.81,Settled On Time,,,,N/A,0.0,,0.0
T106301,2026-07-06,2026-07-07,ETF,Palisade Trading Group,Buy,682,60.14,41017.23,Settled On Time,,,,N/A,0.0,,0.0
T106302,2026-08-18,2026-08-19,ETF,Lindenmoor Securities,Sell,16945,46.52,788298.11,Settled On Time,,,,N/A,0.0,,0.0
T106303,2026-03-24,2026-03-25,Equity,Palisade Trading Group,Buy,3554,43.66,155157.72,Settled On Time,,,,N/A,0.0,,0.0
T106304,2026-06-24,2026-06-26,Corporate Bond,Caldera Prime Brokerage,Sell,1142401,96.89,110687205.44,Settled On Time,,,,N/A,0.0,,0.0
T106305,2026-03-06,2026-03-09,Equity,Fenwick Custody Solutions,Sell,19422,77.19,1499179.75,Settled On Time,,,,N/A,0.0,,0.0
T106306,2026-06-24,2026-06-26,Corporate Bond,Lindenmoor Securities,Sell,729298,100.57,73348663.12,Settled On Time,,,,N/A,0.0,,0.0
T106307,2026-04-28,2026-04-30,Corporate Bond,Fenwick Custody Solutions,Buy,1056727,97.32,102843564.39,Settled On Time,,,,N/A,0.0,,0.0
T106308,2026-08-20,2026-08-21,Equity,Thornfield Global Clearing,Sell,14203,56.13,797232.81,Settled On Time,,,,N/A,0.0,,0.0
T106309,2026-05-26,2026-05-28,Corporate Bond,Northbridge Prime Services,Buy,1737812,97.12,168769258.72,Settled On Time,,,,N/A,0.0,,0.0
T106310,2026-07-14,2026-07-15,Equity,Ironwood Clearing,Sell,2980,71.18,212131.13,Settled On Time,,,,N/A,0.0,,0.0
T106311,2026-04-22,2026-04-24,Corporate Bond,Palisade Trading Group,Sell,620204,100.55,62364557.92,Settled On Time,,,,N/A,0.0,,0.0
T106312,2026-03-11,2026-03-12,Government Bond,Thornfield Global Clearing,Buy,489152,99.13,48489160.38,Settled On Time,,,,N/A,0.0,,0.0
T106313,2026-07-09,2026-07-10,Equity,Ashford Securities,Sell,12451,36.19,450613.37,Settled On Time,,,,N/A,0.0,,0.0
T106314,2026-04-07,2026-04-09,Corporate Bond,Lindenmoor Securities,Buy,1961968,95.06,186495863.99,Failed,Insufficient Securities (Long Fail),10.0,2026-04-19,Resolved,10.0,6-10 days,274563.36
T106315,2026-07-07,2026-07-08,ETF,Ironwood Clearing,Buy,14520,136.26,1978475.25,Settled On Time,,,,N/A,0.0,,0.0
T106316,2026-05-20,2026-05-21,ETF,Palisade Trading Group,Sell,5940,174.24,1035007.04,Settled On Time,,,,N/A,0.0,,0.0
T106317,2026-08-20,2026-08-24,Corporate Bond,Greystone Trading LLC,Buy,931011,98.53,91736206.02,Settled On Time,,,,N/A,0.0,,0.0
T106318,2026-04-30,2026-05-01,ETF,Greystone Trading LLC,Sell,10909,39.3,428768.44,Settled On Time,,,,N/A,0.0,,0.0
T106319,2026-05-08,2026-05-12,Corporate Bond,Palisade Trading Group,Buy,1459616,94.89,138501333.28,Settled On Time,,,,N/A,0.0,,0.0
T106320,2026-07-09,2026-07-10,Equity,Ridgeline Brokerage,Sell,14988,80.51,1206631.09,Settled On Time,,,,N/A,0.0,,0.0
T106321,2026-07-17,2026-07-20,Equity,Caldera Prime Brokerage,Buy,16211,41.31,669657.68,Settled On Time,,,,N/A,0.0,,0.0
T106322,2026-03-20,2026-03-23,Government Bond,Meridian Capital Partners,Buy,880327,94.43,83132908.96,Settled On Time,,,,N/A,0.0,,0.0
T106323,2026-07-09,2026-07-10,Equity,Palisade Trading Group,Buy,12653,324.51,4106023.43,Settled On Time,,,,N/A,0.0,,0.0
T106324,2026-05-26,2026-05-27,ETF,Dunmore & Co.,Sell,688,90.87,62520.39,Settled On Time,,,,N/A,0.0,,0.0
T106325,2026-08-24,2026-08-25,Equity,Northbridge Prime Services,Sell,11768,21.68,255128.57,Settled On Time,,,,N/A,0.0,,0.0
T106326,2026-06-19,2026-06-23,Corporate Bond,Thornfield Global Clearing,Sell,367794,95.43,35100396.27,Settled On Time,,,,N/A,0.0,,0.0
T106327,2026-07-15,2026-07-16,ETF,Quorum Custody Bank,Buy,3595,235.99,848395.78,Settled On Time,,,,N/A,0.0,,0.0
T106328,2026-04-29,2026-04-30,Equity,Dunmore & Co.,Sell,17042,360.89,6150240.89,Settled On Time,,,,N/A,0.0,,0.0
T106329,2026-04-17,2026-04-20,Equity,Thornfield Global Clearing,Buy,5084,28.06,142635.81,Settled On Time,,,,N/A,0.0,,0.0
T106330,2026-07-17,2026-07-20,Equity,Harborview Asset Services,Buy,19548,132.93,2598605.45,Settled On Time,,,,N/A,0.0,,0.0
T106331,2026-02-27,2026-03-02,Government Bond,Journeyman Capital,Buy,1370078,103.81,142227373.7,Settled On Time,,,,N/A,0.0,,0.0
T106332,2026-06-10,2026-06-11,ETF,Fenwick Custody Solutions,Sell,1861,24.23,45090.4,Settled On Time,,,,N/A,0.0,,0.0
T106333,2026-08-19,2026-08-20,ETF,Northbridge Prime Services,Sell,579,108.44,62788.65,Settled On Time,,,,N/A,0.0,,0.0
T106334,2026-08-24,2026-08-26,Corporate Bond,Caldera Prime Brokerage,Sell,1969974,103.01,202931192.46,Settled On Time,,,,N/A,0.0,,0.0
T106335,2026-07-06,2026-07-07,Equity,Oakferry Markets,Buy,4344,97.44,423267.38,Settled On Time,,,,N/A,0.0,,0.0
T106336,2026-05-27,2026-05-28,Equity,Bellwether Capital Partners,Sell,16137,28.88,466108.83,Settled On Time,,,,N/A,0.0,,0.0
T106337,2026-07-22,2026-07-23,Equity,Quorum Custody Bank,Buy,19326,83.07,1605324.78,Settled On Time,,,,N/A,0.0,,0.0
T106338,2026-02-27,2026-03-02,Equity,Greystone Trading LLC,Buy,5117,38.59,197453.18,Settled On Time,,,,N/A,0.0,,0.0
T106339,2026-07-20,2026-07-22,Corporate Bond,Kestrel Institutional Brokers,Sell,1491908,98.25,146581369.16,Settled On Time,,,,N/A,0.0,,0.0
T106340,2026-04-01,2026-04-02,Government Bond,Everline Global Markets,Buy,348773,94.79,33059236.01,Settled On Time,,,,N/A,0.0,,0.0
T106341,2026-07-08,2026-07-09,Government Bond,Caldera Prime Brokerage,Buy,601486,98.36,59162042.74,Settled On Time,,,,N/A,0.0,,0.0
T106342,2026-04-29,2026-04-30,Government Bond,Ashford Securities,Sell,786958,98.49,77505995.36,Settled On Time,,,,N/A,0.0,,0.0
T106343,2026-07-10,2026-07-13,ETF,Thornfield Global Clearing,Buy,2839,16.14,45830.39,Settled On Time,,,,N/A,0.0,,0.0
T106344,2026-06-15,2026-06-16,Equity,Caldera Prime Brokerage,Sell,13069,66.18,864920.61,Settled On Time,,,,N/A,0.0,,0.0
T106345,2026-08-12,2026-08-14,Corporate Bond,Bellwether Capital Partners,Buy,1791131,97.35,174363520.26,Settled On Time,,,,N/A,0.0,,0.0
T106346,2026-07-17,2026-07-20,Government Bond,Kestrel Institutional Brokers,Sell,1055561,100.02,105572068.41,Settled On Time,,,,N/A,0.0,,0.0
T106347,2026-08-10,2026-08-12,Corporate Bond,Thornfield Global Clearing,Sell,1568523,102.05,160072213.04,Settled On Time,,,,N/A,0.0,,0.0
T106348,2026-03-25,2026-03-26,ETF,Bellwether Capital Partners,Sell,1026,55.74,57191.47,Settled On Time,,,,N/A,0.0,,0.0
T106349,2026-05-05,2026-05-07,Corporate Bond,Fenwick Custody Solutions,Sell,866878,104.35,90456967.8,Settled On Time,,,,N/A,0.0,,0.0
T106350,2026-05-15,2026-05-19,Corporate Bond,Lindenmoor Securities,Buy,484609,100.25,48584423.26,Settled On Time,,,,N/A,0.0,,0.0
T106351,2026-03-03,2026-03-04,Government Bond,Journeyman Capital,Sell,849871,96.9,82350879.82,Settled On Time,,,,N/A,0.0,,0.0
T106352,2026-03-02,2026-03-04,Corporate Bond,Caldera Prime Brokerage,Sell,1603168,102.56,164424374.78,Settled On Time,,,,N/A,0.0,,0.0
T106353,2026-03-04,2026-03-05,Equity,Thornfield Global Clearing,Sell,16701,60.55,1011283.61,Settled On Time,,,,N/A,0.0,,0.0
T106354,2026-07-14,2026-07-15,Equity,Harborview Asset Services,Buy,6061,42.75,259137.27,Settled On Time,,,,N/A,0.0,,0.0
T106355,2026-05-18,2026-05-19,ETF,Northbridge Prime Services,Sell,18879,49.5,934482.78,Settled On Time,,,,N/A,0.0,,0.0
T106356,2026-07-10,2026-07-13,Equity,Journeyman Capital,Sell,10582,40.34,426858.88,Settled On Time,,,,N/A,0.0,,0.0
T106357,2026-07-27,2026-07-28,Government Bond,Lindenmoor Securities,Buy,864438,102.9,88954382.92,Settled On Time,,,,N/A,0.0,,0.0
T106358,2026-03-04,2026-03-05,ETF,Sable Point Capital,Buy,1727,16.53,28544.83,Settled On Time,,,,N/A,0.0,,0.0
T106359,2026-07-29,2026-07-30,ETF,Greystone Trading LLC,Buy,2715,117.03,317746.09,Settled On Time,,,,N/A,0.0,,0.0
T106360,2026-04-08,2026-04-09,Equity,Quorum Custody Bank,Buy,16040,69.31,1111756.27,Settled On Time,,,,N/A,0.0,,0.0
T106361,2026-05-11,2026-05-13,Corporate Bond,Fenwick Custody Solutions,Buy,1138346,97.85,111381611.93,Settled On Time,,,,N/A,0.0,,0.0
T106362,2026-08-19,2026-08-20,ETF,Greystone Trading LLC,Buy,9805,60.54,593618.75,Settled On Time,,,,N/A,0.0,,0.0
T106363,2026-04-21,2026-04-22,Equity,Ashford Securities,Buy,13100,29.0,379910.86,Settled On Time,,,,N/A,0.0,,0.0
T106364,2026-08-14,2026-08-17,Government Bond,Greystone Trading LLC,Buy,1360926,99.99,136078006.78,Settled On Time,,,,N/A,0.0,,0.0
T106365,2026-05-28,2026-05-29,Equity,Lindenmoor Securities,Sell,16186,29.78,481969.19,Settled On Time,,,,N/A,0.0,,0.0
T106366,2026-02-27,2026-03-02,Equity,Meridian Capital Partners,Sell,5680,106.54,605124.69,Settled On Time,,,,N/A,0.0,,0.0
T106367,2026-07-27,2026-07-28,Equity,Ironwood Clearing,Buy,10205,73.69,752008.89,Settled On Time,,,,N/A,0.0,,0.0
T106368,2026-03-05,2026-03-06,ETF,Harborview Asset Services,Buy,12074,28.53,344460.14,Settled On Time,,,,N/A,0.0,,0.0
T106369,2026-06-22,2026-06-24,Corporate Bond,Everline Global Markets,Buy,493503,99.66,49184060.45,Settled On Time,,,,N/A,0.0,,0.0
T106370,2026-05-20,2026-05-21,Government Bond,Sable Point Capital,Buy,1336790,99.45,132939697.95,Settled On Time,,,,N/A,0.0,,0.0
T106371,2026-03-24,2026-03-25,Equity,Harborview Asset Services,Buy,16338,21.87,357389.65,Settled On Time,,,,N/A,0.0,,0.0
T106372,2026-05-29,2026-06-01,Government Bond,Greystone Trading LLC,Buy,1606338,97.55,156696920.5,Settled On Time,,,,N/A,0.0,,0.0
T106373,2026-05-01,2026-05-05,Corporate Bond,Sable Point Capital,Buy,576747,99.52,57399004.14,Settled On Time,,,,N/A,0.0,,0.0
T106374,2026-03-16,2026-03-17,Equity,Meridian Capital Partners,Sell,4587,27.05,124080.47,Settled On Time,,,,N/A,0.0,,0.0
T106375,2026-06-05,2026-06-08,Equity,Quorum Custody Bank,Sell,8944,12.24,109445.35,Settled On Time,,,,N/A,0.0,,0.0
T106376,2026-03-05,2026-03-06,Equity,Harborview Asset Services,Sell,10583,103.21,1092290.14,Settled On Time,,,,N/A,0.0,,0.0
T106377,2026-06-03,2026-06-04,Government Bond,Ironwood Clearing,Buy,1906705,101.15,192861292.73,Settled On Time,,,,N/A,0.0,,0.0
T106378,2026-04-08,2026-04-09,Equity,Oakferry Markets,Sell,16186,88.41,1431030.24,Settled On Time,,,,N/A,0.0,,0.0
T106379,2026-07-27,2026-07-28,ETF,Thornfield Global Clearing,Buy,14180,68.72,974416.95,Settled On Time,,,,N/A,0.0,,0.0
T106380,2026-08-17,2026-08-19,Corporate Bond,Palisade Trading Group,Sell,386780,100.47,38860382.77,Settled On Time,,,,N/A,0.0,,0.0
T106381,2026-08-13,2026-08-14,Government Bond,Journeyman Capital,Sell,1884137,103.69,195369682.7,Settled On Time,,,,N/A,0.0,,0.0
T106382,2026-08-13,2026-08-17,Corporate Bond,Lindenmoor Securities,Sell,1955025,102.39,200182642.97,Settled On Time,,,,N/A,0.0,,0.0
T106383,2026-03-16,2026-03-18,Corporate Bond,Greystone Trading LLC,Sell,1409902,95.09,134069582.6,Settled On Time,,,,N/A,0.0,,0.0
T106384,2026-05-28,2026-05-29,Equity,Journeyman Capital,Buy,15054,25.48,383566.79,Settled On Time,,,,N/A,0.0,,0.0
T106385,2026-04-07,2026-04-08,Government Bond,Harborview Asset Services,Buy,1716711,107.58,184692219.45,Settled On Time,,,,N/A,0.0,,0.0
T106386,2026-03-16,2026-03-17,Equity,Bellwether Capital Partners,Buy,8602,86.04,740074.15,Settled On Time,,,,N/A,0.0,,0.0
T106387,2026-05-07,2026-05-08,Equity,Ridgeline Brokerage,Buy,19084,219.17,4182653.52,Settled On Time,,,,N/A,0.0,,0.0
T106388,2026-05-14,2026-05-15,Government Bond,Caldera Prime Brokerage,Sell,606356,96.68,58620459.92,Settled On Time,,,,N/A,0.0,,0.0
T106389,2026-04-21,2026-04-22,Equity,Fenwick Custody Solutions,Sell,12369,18.59,229902.73,Settled On Time,,,,N/A,0.0,,0.0
T106390,2026-03-18,2026-03-19,Equity,Fenwick Custody Solutions,Sell,12409,35.5,440474.03,Settled On Time,,,,N/A,0.0,,0.0
T106391,2026-05-11,2026-05-13,Corporate Bond,Everline Global Markets,Buy,604685,96.83,58551425.45,Settled On Time,,,,N/A,0.0,,0.0
T106392,2026-03-26,2026-03-27,Equity,Journeyman Capital,Sell,2149,18.3,39337.12,Settled On Time,,,,N/A,0.0,,0.0
T106393,2026-03-05,2026-03-06,Equity,Thornfield Global Clearing,Sell,4641,106.06,492212.52,Settled On Time,,,,N/A,0.0,,0.0
T106394,2026-05-19,2026-05-21,Corporate Bond,Greystone Trading LLC,Buy,440464,98.04,43184926.36,Settled On Time,,,,N/A,0.0,,0.0
T106395,2026-03-10,2026-03-12,Corporate Bond,Oakferry Markets,Sell,1729459,96.59,167047622.36,Settled On Time,,,,N/A,0.0,,0.0
T106396,2026-08-19,2026-08-21,Corporate Bond,Oakferry Markets,Sell,1445680,100.19,144841827.77,Settled On Time,,,,N/A,0.0,,0.0
T106397,2026-07-28,2026-07-29,Equity,Palisade Trading Group,Sell,1940,51.05,99032.45,Settled On Time,,,,N/A,0.0,,0.0
T106398,2026-08-12,2026-08-13,ETF,Meridian Capital Partners,Buy,2038,102.79,209485.22,Settled On Time,,,,N/A,0.0,,0.0
T106399,2026-03-17,2026-03-19,Corporate Bond,Oakferry Markets,Sell,1403638,100.15,140577243.82,Settled On Time,,,,N/A,0.0,,0.0
T106400,2026-05-20,2026-05-21,Equity,Palisade Trading Group,Sell,430,41.32,17767.24,Settled On Time,,,,N/A,0.0,,0.0
T106401,2026-07-24,2026-07-27,Equity,Northbridge Prime Services,Sell,19064,64.02,1220473.75,Settled On Time,,,,N/A,0.0,,0.0
T106402,2026-06-10,2026-06-11,Equity,Lindenmoor Securities,Buy,5709,36.97,211070.07,Settled On Time,,,,N/A,0.0,,0.0
T106403,2026-04-22,2026-04-23,ETF,Bellwether Capital Partners,Buy,2762,15.83,43720.18,Settled On Time,,,,N/A,0.0,,0.0
T106404,2026-07-27,2026-07-28,Equity,Kestrel Institutional Brokers,Buy,14548,41.22,599628.87,Settled On Time,,,,N/A,0.0,,0.0
T106405,2026-04-22,2026-04-24,Corporate Bond,Palisade Trading Group,Sell,140098,99.68,13964383.52,Settled On Time,,,,N/A,0.0,,0.0
T106406,2026-08-20,2026-08-21,Government Bond,Greystone Trading LLC,Sell,1356646,99.09,134430756.69,Settled On Time,,,,N/A,0.0,,0.0
T106407,2026-03-16,2026-03-17,Equity,Everline Global Markets,Sell,10522,66.18,696314.92,Settled On Time,,,,N/A,0.0,,0.0
T106408,2026-07-03,2026-07-07,Corporate Bond,Lindenmoor Securities,Buy,1931549,98.29,189855664.72,Settled On Time,,,,N/A,0.0,,0.0
T106409,2026-02-27,2026-03-02,Equity,Caldera Prime Brokerage,Buy,3536,35.62,125957.14,Settled On Time,,,,N/A,0.0,,0.0
T106410,2026-08-10,2026-08-11,Equity,Oakferry Markets,Buy,16272,39.32,639800.23,Settled On Time,,,,N/A,0.0,,0.0
T106411,2026-04-30,2026-05-04,Corporate Bond,Thornfield Global Clearing,Sell,884279,103.54,91561165.55,Settled On Time,,,,N/A,0.0,,0.0
T106412,2026-03-02,2026-03-03,Equity,Journeyman Capital,Buy,11994,48.93,586892.96,Settled On Time,,,,N/A,0.0,,0.0
T106413,2026-07-27,2026-07-28,Government Bond,Ashford Securities,Sell,1381495,93.78,129554902.52,Settled On Time,,,,N/A,0.0,,0.0
T106414,2026-08-19,2026-08-20,ETF,Fenwick Custody Solutions,Buy,425,6.03,2561.3,Settled On Time,,,,N/A,0.0,,0.0
T106415,2026-08-11,2026-08-12,Equity,Ashford Securities,Sell,15080,58.2,877702.33,Settled On Time,,,,N/A,0.0,,0.0
T106416,2026-05-25,2026-05-26,Equity,Journeyman Capital,Buy,15645,83.19,1301538.65,Settled On Time,,,,N/A,0.0,,0.0
T106417,2026-03-09,2026-03-10,Equity,Greystone Trading LLC,Buy,16411,82.13,1347776.31,Settled On Time,,,,N/A,0.0,,0.0
T106418,2026-04-08,2026-04-09,Government Bond,Palisade Trading Group,Sell,1360778,101.54,138172724.73,Settled On Time,,,,N/A,0.0,,0.0
T106419,2026-03-03,2026-03-05,Corporate Bond,Quorum Custody Bank,Buy,1441737,100.15,144389753.35,Settled On Time,,,,N/A,0.0,,0.0
T106420,2026-03-05,2026-03-06,Equity,Ironwood Clearing,Buy,12014,19.11,229604.97,Settled On Time,,,,N/A,0.0,,0.0
T106421,2026-03-26,2026-03-27,ETF,Thornfield Global Clearing,Sell,3263,53.02,172993.6,Settled On Time,,,,N/A,0.0,,0.0
T106422,2026-06-08,2026-06-10,Corporate Bond,Ironwood Clearing,Buy,369674,99.05,36615974.78,Settled On Time,,,,N/A,0.0,,0.0
T106423,2026-07-14,2026-07-16,Corporate Bond,Caldera Prime Brokerage,Sell,1222249,99.7,121857773.15,Settled On Time,,,,N/A,0.0,,0.0
T106424,2026-06-11,2026-06-12,Equity,Sable Point Capital,Buy,3324,146.29,486255.79,Settled On Time,,,,N/A,0.0,,0.0
T106425,2026-04-03,2026-04-06,Equity,Harborview Asset Services,Buy,9024,56.9,513510.01,Settled On Time,,,,N/A,0.0,,0.0
T106426,2026-06-15,2026-06-16,Equity,Ridgeline Brokerage,Buy,14715,43.29,636958.65,Settled On Time,,,,N/A,0.0,,0.0
T106427,2026-04-08,2026-04-09,Equity,Oakferry Markets,Buy,16721,29.01,485018.45,Settled On Time,,,,N/A,0.0,,0.0
T106428,2026-05-20,2026-05-21,ETF,Sable Point Capital,Sell,3902,31.89,124423.1,Settled On Time,,,,N/A,0.0,,0.0
T106429,2026-08-05,2026-08-06,Equity,Meridian Capital Partners,Sell,10537,219.73,2315335.42,Settled On Time,,,,N/A,0.0,,0.0
T106430,2026-03-23,2026-03-24,Equity,Lindenmoor Securities,Sell,1110,284.83,316165.0,Settled On Time,,,,N/A,0.0,,0.0
T106431,2026-08-03,2026-08-04,Equity,Everline Global Markets,Buy,19809,201.61,3993657.86,Settled On Time,,,,N/A,0.0,,0.0
T106432,2026-04-15,2026-04-16,Equity,Fenwick Custody Solutions,Buy,12703,59.44,755084.13,Settled On Time,,,,N/A,0.0,,0.0
T106433,2026-06-26,2026-06-29,Government Bond,Greystone Trading LLC,Sell,1676513,95.4,159946440.89,Settled On Time,,,,N/A,0.0,,0.0
T106434,2026-04-14,2026-04-15,ETF,Greystone Trading LLC,Buy,16299,139.34,2271157.45,Settled On Time,,,,N/A,0.0,,0.0
T106435,2026-03-27,2026-03-30,Equity,Lindenmoor Securities,Sell,11208,69.47,778603.15,Settled On Time,,,,N/A,0.0,,0.0
T106436,2026-05-19,2026-05-20,ETF,Ridgeline Brokerage,Sell,11858,42.13,499550.85,Settled On Time,,,,N/A,0.0,,0.0
T106437,2026-05-06,2026-05-07,Equity,Ashford Securities,Buy,9512,155.05,1474802.78,Settled On Time,,,,N/A,0.0,,0.0
T106438,2026-05-28,2026-05-29,Government Bond,Meridian Capital Partners,Buy,1561415,100.33,156651047.33,Settled On Time,,,,N/A,0.0,,0.0
T106439,2026-04-09,2026-04-10,ETF,Palisade Trading Group,Sell,4635,67.8,314266.87,Failed,Insufficient Securities (Long Fail),4.0,2026-04-14,Resolved,4.0,3-5 days,185.07
T106440,2026-08-21,2026-08-24,ETF,Ironwood Clearing,Buy,2448,47.9,117259.12,Settled On Time,,,,N/A,0.0,,0.0
T106441,2026-06-26,2026-06-29,Government Bond,Fenwick Custody Solutions,Sell,806022,103.2,83185212.0,Settled On Time,,,,N/A,0.0,,0.0
T106442,2026-07-28,2026-07-30,Corporate Bond,Ironwood Clearing,Sell,193309,101.73,19665903.57,Settled On Time,,,,N/A,0.0,,0.0
T106443,2026-07-16,2026-07-20,Corporate Bond,Quorum Custody Bank,Buy,926290,100.14,92760355.24,Settled On Time,,,,N/A,0.0,,0.0
T106444,2026-07-07,2026-07-08,Equity,Sable Point Capital,Buy,8697,46.13,401196.98,Settled On Time,,,,N/A,0.0,,0.0
T106445,2026-03-24,2026-03-25,Equity,Northbridge Prime Services,Buy,12998,79.75,1036606.11,Settled On Time,,,,N/A,0.0,,0.0
T106446,2026-06-11,2026-06-15,Corporate Bond,Journeyman Capital,Buy,478716,96.91,46391129.34,Settled On Time,,,,N/A,0.0,,0.0
T106447,2026-08-06,2026-08-07,ETF,Meridian Capital Partners,Sell,16575,18.5,306656.34,Settled On Time,,,,N/A,0.0,,0.0
T106448,2026-03-16,2026-03-18,Corporate Bond,Northbridge Prime Services,Sell,947558,104.79,99293203.06,Settled On Time,,,,N/A,0.0,,0.0
T106449,2026-05-20,2026-05-22,Corporate Bond,Palisade Trading Group,Sell,1740382,100.89,175580014.92,Settled On Time,,,,N/A,0.0,,0.0
T106450,2026-03-31,2026-04-01,Equity,Caldera Prime Brokerage,Sell,12553,64.01,803528.89,Settled On Time,,,,N/A,0.0,,0.0
T106451,2026-07-20,2026-07-21,Equity,Bellwether Capital Partners,Sell,5879,209.17,1229698.32,Settled On Time,,,,N/A,0.0,,0.0
T106452,2026-08-13,2026-08-14,ETF,Greystone Trading LLC,Sell,14291,55.78,797109.68,Settled On Time,,,,N/A,0.0,,0.0
T106453,2026-03-06,2026-03-09,Equity,Fenwick Custody Solutions,Sell,7891,149.22,1177504.12,Settled On Time,,,,N/A,0.0,,0.0
T106454,2026-07-21,2026-07-23,Corporate Bond,Meridian Capital Partners,Sell,12472,96.04,1197860.26,Settled On Time,,,,N/A,0.0,,0.0
T106455,2026-05-01,2026-05-05,Corporate Bond,Kestrel Institutional Brokers,Buy,927324,94.05,87217020.37,Settled On Time,,,,N/A,0.0,,0.0
T106456,2026-08-19,2026-08-20,ETF,Sable Point Capital,Buy,1991,21.58,42961.4,Settled On Time,,,,N/A,0.0,,0.0
T106457,2026-02-27,2026-03-03,Corporate Bond,Palisade Trading Group,Sell,1993868,101.57,202510067.51,Settled On Time,,,,N/A,0.0,,0.0
T106458,2026-04-01,2026-04-02,ETF,Caldera Prime Brokerage,Buy,11229,20.85,234138.23,Settled On Time,,,,N/A,0.0,,0.0
